scenario_name,algorithm_name,algorithm_type,makespan,total_energy,energy_efficiency,success_rate,execution_time,additional_metrics
parallel_bottleneck_run_1,Random-DRL,drl,0.0,0.0,0.0,0.0,0.0005478858947753906,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
parallel_bottleneck_run_2,Random-DRL,drl,0.0,0.0,0.0,0.0,0.0003693103790283203,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
parallel_bottleneck_run_3,Random-DRL,drl,0.0,0.0,0.0,0.0,0.0004029273986816406,"{'episode_length': 2, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
parallel_bottleneck_run_4,Random-DRL,drl,0.0,0.0,0.0,0.0,0.00039076805114746094,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
parallel_bottleneck_run_5,Random-DRL,drl,0.0,0.0,0.0,0.0,0.0003657341003417969,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
complex_heterogeneous_run_1,Random-DRL,drl,0.0,0.0,0.0,0.0,0.00040984153747558594,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
complex_heterogeneous_run_2,Random-DRL,drl,0.0,0.0,0.0,0.0,0.00038695335388183594,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
complex_heterogeneous_run_3,Random-DRL,drl,0.0,0.0,0.0,0.0,0.00040602684020996094,"{'episode_length': 1, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
complex_heterogeneous_run_4,Random-DRL,drl,0.0,0.0,0.0,0.0,0.0004849433898925781,"{'episode_length': 2, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
complex_heterogeneous_run_5,Random-DRL,drl,0.0,0.0,0.0,0.0,0.000453948974609375,"{'episode_length': 2, 'total_reward': -1000.0, 'scheduled_tasks': 0}"
